"Country","Score","Coefficient","Year","Region","nr.Coefficient","group.Coefficient"
"Algeria",25.3,"Knowledge impact",2013,"Northem_Africa_and_Western_Asia",6.2,"Knowledge and technology outputs"
"Lebanon",24.2,"Knowledge impact",2013,"Northem_Africa_and_Western_Asia",6.2,"Knowledge and technology outputs"
"Egypt",21,"Knowledge impact",2013,"Northem_Africa_and_Western_Asia",6.2,"Knowledge and technology outputs"
"Tunisia",19.9,"Knowledge impact",2013,"Northem_Africa_and_Western_Asia",6.2,"Knowledge and technology outputs"
"Azerbaijan",17.9,"Knowledge impact",2013,"Northem_Africa_and_Western_Asia",6.2,"Knowledge and technology outputs"
"Syrian Arab Republic",11.2,"Knowledge impact",2013,"Northem_Africa_and_Western_Asia",6.2,"Knowledge and technology outputs"
"Yemen",7.3,"Knowledge impact",2013,"Northem_Africa_and_Western_Asia",6.2,"Knowledge and technology outputs"
"Kuwait",75.6,"Knowledge diffusion",2013,"Northem_Africa_and_Western_Asia",6.3,"Knowledge and technology outputs"
"Israel",63.6,"Knowledge diffusion",2013,"Northem_Africa_and_Western_Asia",6.3,"Knowledge and technology outputs"
"Bahrain",36.2,"Knowledge diffusion",2013,"Northem_Africa_and_Western_Asia",6.3,"Knowledge and technology outputs"
"Armenia",28.5,"Knowledge diffusion",2013,"Northem_Africa_and_Western_Asia",6.3,"Knowledge and technology outputs"
"Jordan",27.1,"Knowledge diffusion",2013,"Northem_Africa_and_Western_Asia",6.3,"Knowledge and technology outputs"
"Morocco",24.2,"Knowledge diffusion",2013,"Northem_Africa_and_Western_Asia",6.3,"Knowledge and technology outputs"
"Cyprus",24,"Knowledge diffusion",2013,"Northem_Africa_and_Western_Asia",6.3,"Knowledge and technology outputs"
"Tunisia",23.5,"Knowledge diffusion",2013,"Northem_Africa_and_Western_Asia",6.3,"Knowledge and technology outputs"
"Yemen",21.4,"Knowledge diffusion",2013,"Northem_Africa_and_Western_Asia",6.3,"Knowledge and technology outputs"
"Oman",19,"Knowledge diffusion",2013,"Northem_Africa_and_Western_Asia",6.3,"Knowledge and technology outputs"
"Turkey",18.9,"Knowledge diffusion",2013,"Northem_Africa_and_Western_Asia",6.3,"Knowledge and technology outputs"
"Egypt",18.9,"Knowledge diffusion",2013,"Northem_Africa_and_Western_Asia",6.3,"Knowledge and technology outputs"
"Saudi Arabia",18.3,"Knowledge diffusion",2013,"Northem_Africa_and_Western_Asia",6.3,"Knowledge and technology outputs"
"Georgia",16.3,"Knowledge diffusion",2013,"Northem_Africa_and_Western_Asia",6.3,"Knowledge and technology outputs"
"Algeria",16.2,"Knowledge diffusion",2013,"Northem_Africa_and_Western_Asia",6.3,"Knowledge and technology outputs"
"Lebanon",15.8,"Knowledge diffusion",2013,"Northem_Africa_and_Western_Asia",6.3,"Knowledge and technology outputs"
"Azerbaijan",14.3,"Knowledge diffusion",2013,"Northem_Africa_and_Western_Asia",6.3,"Knowledge and technology outputs"
"Syrian Arab Republic",1.9,"Knowledge diffusion",2013,"Northem_Africa_and_Western_Asia",6.3,"Knowledge and technology outputs"
"Qatar",1.5,"Knowledge diffusion",2013,"Northem_Africa_and_Western_Asia",6.3,"Knowledge and technology outputs"
"United Arab Emirates",0.4,"Knowledge diffusion",2013,"Northem_Africa_and_Western_Asia",6.3,"Knowledge and technology outputs"
"Qatar",75,"Intangible assets",2013,"Northem_Africa_and_Western_Asia",7.1,"Creative outputs"
"United Arab Emirates",73,"Intangible assets",2013,"Northem_Africa_and_Western_Asia",7.1,"Creative outputs"
"Saudi Arabia",68.5,"Intangible assets",2013,"Northem_Africa_and_Western_Asia",7.1,"Creative outputs"
"Cyprus",61.1,"Intangible assets",2013,"Northem_Africa_and_Western_Asia",7.1,"Creative outputs"
"Tunisia",60,"Intangible assets",2013,"Northem_Africa_and_Western_Asia",7.1,"Creative outputs"
"Jordan",46,"Intangible assets",2013,"Northem_Africa_and_Western_Asia",7.1,"Creative outputs"
"Armenia",45.4,"Intangible assets",2013,"Northem_Africa_and_Western_Asia",7.1,"Creative outputs"
"Azerbaijan",41.6,"Intangible assets",2013,"Northem_Africa_and_Western_Asia",7.1,"Creative outputs"
"Morocco",40,"Intangible assets",2013,"Northem_Africa_and_Western_Asia",7.1,"Creative outputs"
"Turkey",39.5,"Intangible assets",2013,"Northem_Africa_and_Western_Asia",7.1,"Creative outputs"
"Israel",39.1,"Intangible assets",2013,"Northem_Africa_and_Western_Asia",7.1,"Creative outputs"
"Oman",38.7,"Intangible assets",2013,"Northem_Africa_and_Western_Asia",7.1,"Creative outputs"
"Kuwait",38.6,"Intangible assets",2013,"Northem_Africa_and_Western_Asia",7.1,"Creative outputs"
"Lebanon",34.7,"Intangible assets",2013,"Northem_Africa_and_Western_Asia",7.1,"Creative outputs"
"Egypt",33.9,"Intangible assets",2013,"Northem_Africa_and_Western_Asia",7.1,"Creative outputs"
"Bahrain",33.7,"Intangible assets",2013,"Northem_Africa_and_Western_Asia",7.1,"Creative outputs"
"Georgia",30.4,"Intangible assets",2013,"Northem_Africa_and_Western_Asia",7.1,"Creative outputs"
"Yemen",24.6,"Intangible assets",2013,"Northem_Africa_and_Western_Asia",7.1,"Creative outputs"
"Syrian Arab Republic",23.9,"Intangible assets",2013,"Northem_Africa_and_Western_Asia",7.1,"Creative outputs"
"Algeria",11.4,"Intangible assets",2013,"Northem_Africa_and_Western_Asia",7.1,"Creative outputs"
"Lebanon",55.3,"Creative goods and services",2013,"Northem_Africa_and_Western_Asia",7.2,"Creative outputs"
"Israel",49.2,"Creative goods and services",2013,"Northem_Africa_and_Western_Asia",7.2,"Creative outputs"
"Tunisia",48.7,"Creative goods and services",2013,"Northem_Africa_and_Western_Asia",7.2,"Creative outputs"
"Jordan",44.1,"Creative goods and services",2013,"Northem_Africa_and_Western_Asia",7.2,"Creative outputs"
"Armenia",41.3,"Creative goods and services",2013,"Northem_Africa_and_Western_Asia",7.2,"Creative outputs"
"Turkey",40.5,"Creative goods and services",2013,"Northem_Africa_and_Western_Asia",7.2,"Creative outputs"
"Kuwait",39.3,"Creative goods and services",2013,"Northem_Africa_and_Western_Asia",7.2,"Creative outputs"
"Georgia",37.4,"Creative goods and services",2013,"Northem_Africa_and_Western_Asia",7.2,"Creative outputs"
"Cyprus",35.1,"Creative goods and services",2013,"Northem_Africa_and_Western_Asia",7.2,"Creative outputs"
"Saudi Arabia",31.1,"Creative goods and services",2013,"Northem_Africa_and_Western_Asia",7.2,"Creative outputs"
"Egypt",28.2,"Creative goods and services",2013,"Northem_Africa_and_Western_Asia",7.2,"Creative outputs"
"Syrian Arab Republic",27.3,"Creative goods and services",2013,"Northem_Africa_and_Western_Asia",7.2,"Creative outputs"
"Bahrain",21.1,"Creative goods and services",2013,"Northem_Africa_and_Western_Asia",7.2,"Creative outputs"
"Azerbaijan",20.7,"Creative goods and services",2013,"Northem_Africa_and_Western_Asia",7.2,"Creative outputs"
"Morocco",18.2,"Creative goods and services",2013,"Northem_Africa_and_Western_Asia",7.2,"Creative outputs"
"Qatar",13.4,"Creative goods and services",2013,"Northem_Africa_and_Western_Asia",7.2,"Creative outputs"
"United Arab Emirates",9.7,"Creative goods and services",2013,"Northem_Africa_and_Western_Asia",7.2,"Creative outputs"
"Algeria",8.7,"Creative goods and services",2013,"Northem_Africa_and_Western_Asia",7.2,"Creative outputs"
"Yemen",8.5,"Creative goods and services",2013,"Northem_Africa_and_Western_Asia",7.2,"Creative outputs"
"Oman",7.9,"Creative goods and services",2013,"Northem_Africa_and_Western_Asia",7.2,"Creative outputs"
"Israel",65.6,"Online creativiy",2013,"Northem_Africa_and_Western_Asia",7.3,"Creative outputs"
"Cyprus",57.4,"Online creativiy",2013,"Northem_Africa_and_Western_Asia",7.3,"Creative outputs"
"United Arab Emirates",34.6,"Online creativiy",2013,"Northem_Africa_and_Western_Asia",7.3,"Creative outputs"
"Armenia",33,"Online creativiy",2013,"Northem_Africa_and_Western_Asia",7.3,"Creative outputs"
"Turkey",31.6,"Online creativiy",2013,"Northem_Africa_and_Western_Asia",7.3,"Creative outputs"
"Qatar",30.5,"Online creativiy",2013,"Northem_Africa_and_Western_Asia",7.3,"Creative outputs"
"Georgia",29.9,"Online creativiy",2013,"Northem_Africa_and_Western_Asia",7.3,"Creative outputs"
"Bahrain",29.3,"Online creativiy",2013,"Northem_Africa_and_Western_Asia",7.3,"Creative outputs"
"Kuwait",29,"Online creativiy",2013,"Northem_Africa_and_Western_Asia",7.3,"Creative outputs"
"Lebanon",25,"Online creativiy",2013,"Northem_Africa_and_Western_Asia",7.3,"Creative outputs"
"Saudi Arabia",24.8,"Online creativiy",2013,"Northem_Africa_and_Western_Asia",7.3,"Creative outputs"
"Azerbaijan",24.5,"Online creativiy",2013,"Northem_Africa_and_Western_Asia",7.3,"Creative outputs"
"Jordan",22.6,"Online creativiy",2013,"Northem_Africa_and_Western_Asia",7.3,"Creative outputs"
"Morocco",20.6,"Online creativiy",2013,"Northem_Africa_and_Western_Asia",7.3,"Creative outputs"
"Oman",19.9,"Online creativiy",2013,"Northem_Africa_and_Western_Asia",7.3,"Creative outputs"
"Tunisia",19.1,"Online creativiy",2013,"Northem_Africa_and_Western_Asia",7.3,"Creative outputs"
"Syrian Arab Republic",17.2,"Online creativiy",2013,"Northem_Africa_and_Western_Asia",7.3,"Creative outputs"
"Egypt",17,"Online creativiy",2013,"Northem_Africa_and_Western_Asia",7.3,"Creative outputs"
"Algeria",14.9,"Online creativiy",2013,"Northem_Africa_and_Western_Asia",7.3,"Creative outputs"
"Yemen",12.6,"Online creativiy",2013,"Northem_Africa_and_Western_Asia",7.3,"Creative outputs"
"Cyprus",81.7,"Political environment",2014,"Northem_Africa_and_Western_Asia",1.1,"Institutions"
"Qatar",76.2,"Political environment",2014,"Northem_Africa_and_Western_Asia",1.1,"Institutions"
"United Arab Emirates",75,"Political environment",2014,"Northem_Africa_and_Western_Asia",1.1,"Institutions"
"Oman",61.2,"Political environment",2014,"Northem_Africa_and_Western_Asia",1.1,"Institutions"
"Israel",60.3,"Political environment",2014,"Northem_Africa_and_Western_Asia",1.1,"Institutions"
"Kuwait",60.2,"Political environment",2014,"Northem_Africa_and_Western_Asia",1.1,"Institutions"
"Armenia",60.1,"Political environment",2014,"Northem_Africa_and_Western_Asia",1.1,"Institutions"
"Georgia",58.4,"Political environment",2014,"Northem_Africa_and_Western_Asia",1.1,"Institutions"
"Morocco",51.7,"Political environment",2014,"Northem_Africa_and_Western_Asia",1.1,"Institutions"
"Jordan",51.5,"Political environment",2014,"Northem_Africa_and_Western_Asia",1.1,"Institutions"
"Tunisia",49.5,"Political environment",2014,"Northem_Africa_and_Western_Asia",1.1,"Institutions"
"Turkey",47.2,"Political environment",2014,"Northem_Africa_and_Western_Asia",1.1,"Institutions"
"Saudi Arabia",46.4,"Political environment",2014,"Northem_Africa_and_Western_Asia",1.1,"Institutions"
"Bahrain",43.5,"Political environment",2014,"Northem_Africa_and_Western_Asia",1.1,"Institutions"
"Lebanon",42.3,"Political environment",2014,"Northem_Africa_and_Western_Asia",1.1,"Institutions"
"Algeria",40.8,"Political environment",2014,"Northem_Africa_and_Western_Asia",1.1,"Institutions"
"Azerbaijan",40.4,"Political environment",2014,"Northem_Africa_and_Western_Asia",1.1,"Institutions"
"Egypt",33.7,"Political environment",2014,"Northem_Africa_and_Western_Asia",1.1,"Institutions"
"Yemen",14.6,"Political environment",2014,"Northem_Africa_and_Western_Asia",1.1,"Institutions"
"Cyprus",88.5,"Regulatory environment",2014,"Northem_Africa_and_Western_Asia",1.2,"Institutions"
"United Arab Emirates",82,"Regulatory environment",2014,"Northem_Africa_and_Western_Asia",1.2,"Institutions"
"Oman",80.9,"Regulatory environment",2014,"Northem_Africa_and_Western_Asia",1.2,"Institutions"
"Bahrain",80.2,"Regulatory environment",2014,"Northem_Africa_and_Western_Asia",1.2,"Institutions"
"Georgia",78,"Regulatory environment",2014,"Northem_Africa_and_Western_Asia",1.2,"Institutions"
"Jordan",77.5,"Regulatory environment",2014,"Northem_Africa_and_Western_Asia",1.2,"Institutions"
"Qatar",70.8,"Regulatory environment",2014,"Northem_Africa_and_Western_Asia",1.2,"Institutions"
"Armenia",70.2,"Regulatory environment",2014,"Northem_Africa_and_Western_Asia",1.2,"Institutions"
"Israel",68.1,"Regulatory environment",2014,"Northem_Africa_and_Western_Asia",1.2,"Institutions"
"Tunisia",67.4,"Regulatory environment",2014,"Northem_Africa_and_Western_Asia",1.2,"Institutions"
"Lebanon",67.1,"Regulatory environment",2014,"Northem_Africa_and_Western_Asia",1.2,"Institutions"
"Saudi Arabia",64.6,"Regulatory environment",2014,"Northem_Africa_and_Western_Asia",1.2,"Institutions"
"Morocco",59.1,"Regulatory environment",2014,"Northem_Africa_and_Western_Asia",1.2,"Institutions"
"Kuwait",55.9,"Regulatory environment",2014,"Northem_Africa_and_Western_Asia",1.2,"Institutions"
"Turkey",54.9,"Regulatory environment",2014,"Northem_Africa_and_Western_Asia",1.2,"Institutions"
"Azerbaijan",51.5,"Regulatory environment",2014,"Northem_Africa_and_Western_Asia",1.2,"Institutions"
"Algeria",50.5,"Regulatory environment",2014,"Northem_Africa_and_Western_Asia",1.2,"Institutions"
"Yemen",41.1,"Regulatory environment",2014,"Northem_Africa_and_Western_Asia",1.2,"Institutions"
"Egypt",38.5,"Regulatory environment",2014,"Northem_Africa_and_Western_Asia",1.2,"Institutions"
"Cyprus",80.3,"Business environment",2014,"Northem_Africa_and_Western_Asia",1.3,"Institutions"
"Bahrain",80.1,"Business environment",2014,"Northem_Africa_and_Western_Asia",1.3,"Institutions"
"Qatar",79.5,"Business environment",2014,"Northem_Africa_and_Western_Asia",1.3,"Institutions"
"Israel",74.6,"Business environment",2014,"Northem_Africa_and_Western_Asia",1.3,"Institutions"
"United Arab Emirates",72.9,"Business environment",2014,"Northem_Africa_and_Western_Asia",1.3,"Institutions"
"Georgia",72.8,"Business environment",2014,"Northem_Africa_and_Western_Asia",1.3,"Institutions"
"Oman",70.3,"Business environment",2014,"Northem_Africa_and_Western_Asia",1.3,"Institutions"
"Saudi Arabia",69.1,"Business environment",2014,"Northem_Africa_and_Western_Asia",1.3,"Institutions"
"Armenia",68.9,"Business environment",2014,"Northem_Africa_and_Western_Asia",1.3,"Institutions"
"Tunisia",68.6,"Business environment",2014,"Northem_Africa_and_Western_Asia",1.3,"Institutions"
"Azerbaijan",68.2,"Business environment",2014,"Northem_Africa_and_Western_Asia",1.3,"Institutions"
"Morocco",68,"Business environment",2014,"Northem_Africa_and_Western_Asia",1.3,"Institutions"
"Lebanon",64.9,"Business environment",2014,"Northem_Africa_and_Western_Asia",1.3,"Institutions"
"Kuwait",64.6,"Business environment",2014,"Northem_Africa_and_Western_Asia",1.3,"Institutions"
"Jordan",64,"Business environment",2014,"Northem_Africa_and_Western_Asia",1.3,"Institutions"
"Turkey",62.7,"Business environment",2014,"Northem_Africa_and_Western_Asia",1.3,"Institutions"
"Yemen",54.1,"Business environment",2014,"Northem_Africa_and_Western_Asia",1.3,"Institutions"
"Egypt",54,"Business environment",2014,"Northem_Africa_and_Western_Asia",1.3,"Institutions"
"Algeria",50.2,"Business environment",2014,"Northem_Africa_and_Western_Asia",1.3,"Institutions"
"United Arab Emirates",66.3,"Education",2014,"Northem_Africa_and_Western_Asia",2.1,"Human capital and research"
"Cyprus",58.2,"Education",2014,"Northem_Africa_and_Western_Asia",2.1,"Human capital and research"
"Israel",49.7,"Education",2014,"Northem_Africa_and_Western_Asia",2.1,"Human capital and research"
"Egypt",48.3,"Education",2014,"Northem_Africa_and_Western_Asia",2.1,"Human capital and research"
"Saudi Arabia",48.1,"Education",2014,"Northem_Africa_and_Western_Asia",2.1,"Human capital and research"
"Tunisia",46.5,"Education",2014,"Northem_Africa_and_Western_Asia",2.1,"Human capital and research"
"Kuwait",45.1,"Education",2014,"Northem_Africa_and_Western_Asia",2.1,"Human capital and research"
"Algeria",44.1,"Education",2014,"Northem_Africa_and_Western_Asia",2.1,"Human capital and research"
"Morocco",41.9,"Education",2014,"Northem_Africa_and_Western_Asia",2.1,"Human capital and research"
"Turkey",41.7,"Education",2014,"Northem_Africa_and_Western_Asia",2.1,"Human capital and research"
"Bahrain",40.7,"Education",2014,"Northem_Africa_and_Western_Asia",2.1,"Human capital and research"
"Georgia",36.5,"Education",2014,"Northem_Africa_and_Western_Asia",2.1,"Human capital and research"
"Jordan",35.5,"Education",2014,"Northem_Africa_and_Western_Asia",2.1,"Human capital and research"
"Qatar",33.8,"Education",2014,"Northem_Africa_and_Western_Asia",2.1,"Human capital and research"
"Oman",33.4,"Education",2014,"Northem_Africa_and_Western_Asia",2.1,"Human capital and research"
"Lebanon",32.1,"Education",2014,"Northem_Africa_and_Western_Asia",2.1,"Human capital and research"
"Yemen",30.9,"Education",2014,"Northem_Africa_and_Western_Asia",2.1,"Human capital and research"
"Azerbaijan",29.3,"Education",2014,"Northem_Africa_and_Western_Asia",2.1,"Human capital and research"
"Armenia",28.4,"Education",2014,"Northem_Africa_and_Western_Asia",2.1,"Human capital and research"
"United Arab Emirates",100,"Tertiary education",2014,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"Israel",63,"Tertiary education",2014,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"Qatar",58.5,"Tertiary education",2014,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"Cyprus",51.1,"Tertiary education",2014,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"Tunisia",48.7,"Tertiary education",2014,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"Lebanon",48.3,"Tertiary education",2014,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"Oman",45.8,"Tertiary education",2014,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"Saudi Arabia",43.7,"Tertiary education",2014,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"Morocco",38.2,"Tertiary education",2014,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
